ElectionYear,Position,Name,Votes,Vot,Party,ACname,ACNo,Voteper
2005-Feb,11,Arun Kumar Thakur,917,1.00%,Independent,Chiraia,20,1.00
2005-Feb,12,Jitendra Kumar Gupta,910,1.00%,Independent,Chiraia,20,1.00
2005-Feb,13,Ramnaresh Chaubey,802,0.90%,Shiv Sena,Chiraia,20,0.90
2005-Feb,1,Amrendra Kumar Pandey,49087,51.10%,Bahujan Samaj Party,Dhaka,21,51.10
2005-Feb,2,Kiran Devi,31957,33.30%,Rashtriya Janata Dal,Dhaka,21,33.30
2005-Feb,3,Mithlesh Tiwari,5629,5.90%,Bharatiya Janta Party,Dhaka,21,5.90
2005-Feb,4,Yatindra Nath Tiwari,2985,3.10%,Lok Jan Shakti Party,Dhaka,21,3.10
2005-Feb,5,Shripati Upadhyay,2202,2.30%,Independent,Dhaka,21,2.30
2005-Feb,6,Subhash Singh,1208,1.30%,Communist Party Of India (MARXIST-LENINIST) (LIBERATION),Dhaka,21,1.30
2005-Feb,7,Vijay Chaubey,1012,1.10%,Independent,Dhaka,21,1.10
2005-Feb,8,Dhananjay Rai,698,0.70%,Independent,Dhaka,21,0.70
2005-Feb,9,Dharmendra Chaudhari,672,0.70%,Independent,Dhaka,21,0.70
2005-Feb,10,Dinesh Rai,634,0.70%,Independent,Dhaka,21,0.70
2005-Feb,1,Anil Kumar,34299,38.90%,Rashtriya Janata Dal,Sheohar,22,38.90
2005-Feb,2,Surender Ram,17464,19.80%,Lok Jan Shakti Party,Sheohar,22,19.80
2005-Feb,3,Ram Naresh Ram,13364,15.20%,Communist Party Of India (MARXIST-LENINIST) (LIBERATION),Sheohar,22,15.20
2005-Feb,4,Achary Bishwnath Baitha,6001,6.80%,Bharatiya Janta Party,Sheohar,22,6.80
2005-Feb,5,Anil Kumar Baitha,3849,4.40%,Independent,Sheohar,22,4.40
2005-Feb,6,Malti Devi,3350,3.80%,Bahujan Samaj Party,Sheohar,22,3.80
2005-Feb,7,Bindeshwari,3079,3.50%,Independent,Sheohar,22,3.50
2005-Feb,8,Manoj Kumar,1708,1.90%,Samajwadi Party,Sheohar,22,1.90
2005-Feb,9,Bhilotan Manjhi,1572,1.80%,Independent,Sheohar,22,1.80
2005-Feb,10,Ramayan Ram,1377,1.60%,Krantikari Samyavadi Party,Sheohar,22,1.60
2005-Feb,11,Digvijay Kumar,1238,1.40%,Independent,Sheohar,22,1.40
2005-Feb,12,Kashinath Paswan,858,1.00%,Akhil Bharatiya Ashok Sena,Sheohar,22,1.00
2005-Feb,1,Ramsewak Singh,19442,22.40%,Janata Dal (United),Riga,23,22.40
2005-Feb,2,Babuddin Khan,12827,14.80%,Indian National Congress,Riga,23,14.80
2005-Feb,3,Imteyaz Ahamad,11851,13.70%,Bahujan Samaj Party,Riga,23,13.70
2005-Feb,4,Om Prakash Singh,8793,10.20%,Rashtriya Janata Dal,Riga,23,10.20
2005-Feb,5,Rajesh Kumar Singh,8578,9.90%,Independent,Riga,23,9.90
2005-Feb,6,Prabhu Nath Singh Yadav,7869,9.10%,Independent,Riga,23,9.10
2005-Feb,7,Ram Naresh Prasad,4184,4.80%,Independent,Riga,23,4.80
2005-Feb,8,Santosh Chaudhary,2541,2.90%,Samajwadi Party,Riga,23,2.90
2005-Feb,9,Bishwanath Singh,2514,2.90%,Communist Party Of India,Riga,23,2.90
2005-Feb,10,Prabhunath Choudhary,2002,2.30%,Independent,Riga,23,2.30
2005-Feb,11,Herandar Ram,1673,1.90%,Independent,Riga,23,1.90
2005-Feb,12,Shriram Singh,1141,1.30%,Samata Party,Riga,23,1.30
2005-Feb,13,Lal Bahadur Singh,1060,1.20%,Communist Party Of India (MARXIST-LENINIST) (LIBERATION),Riga,23,1.20
2005-Feb,14,Raghaw Kishore Singh,890,1.00%,Independent,Riga,23,1.00
2005-Feb,15,Sudhir Kumar,711,0.80%,Independent,Riga,23,0.80
2005-Feb,16,Mukhlal Ram,580,0.70%,Independent,Riga,23,0.70
2005-Feb,1,Reyazul Haque Alias 'raju',27885,29.10%,Bahujan Samaj Party,Bathnaha (SC),24,29.10
2005-Feb,2,Subash Singh,24587,25.70%,Lok Jan Shakti Party,Bathnaha (SC),24,25.70
2005-Feb,3,Indira Yadav,22617,23.60%,Independent,Bathnaha (SC),24,23.60
2005-Feb,4,Ambika Prasad Yadav,7250,7.60%,Rashtriya Janata Dal,Bathnaha (SC),24,7.60
2005-Feb,5,Hari Narayan Singh,4203,4.40%,Bharatiya Janta Party,Bathnaha (SC),24,4.40
2005-Feb,6,Sant Bhrt Bhushanjee Maharaj,2479,2.60%,Akhil Bharat Hindu Mahasabha,Bathnaha (SC),24,2.60
2005-Feb,7,Satyendra Baitha,2280,2.40%,Independent,Bathnaha (SC),24,2.40
2005-Feb,8,Krishana Prasad,1617,1.70%,Independent,Bathnaha (SC),24,1.70
2005-Feb,9,Rani Devi,1565,1.60%,Communist Party Of India (MARXIST-LENINIST) (LIBERATION),Bathnaha (SC),24,1.60
2005-Feb,10,Asha Pujan Singh,1197,1.30%,Independent,Bathnaha (SC),24,1.30
2005-Feb,1,Rampravesh Rai,26077,29.00%,Bharatiya Janta Party,Parihar,25,29.00
2005-Feb,2,M. Nemtulah,20919,23.20%,Rashtriya Janata Dal,Parihar,25,23.20
2005-Feb,3,Dr. Adnan Khan,17808,19.80%,Indian National Congress,Parihar,25,19.80
2005-Feb,4,Jainath Pd. Yadav,7741,8.60%,Independent,Parihar,25,8.60
2005-Feb,5,Dhanraj Singh,6260,7.00%,Bahujan Samaj Party,Parihar,25,7.00
2005-Feb,6,Abrar Siddiqui,3602,4.00%,Lok Jan Shakti Party,Parihar,25,4.00
2005-Feb,7,Vikas Pratap Singh,3342,3.70%,Independent,Parihar,25,3.70
2005-Feb,8,Mukund Prasad,1162,1.30%,Communist Party Of India (MARXIST-LENINIST) (LIBERATION),Parihar,25,1.30
2005-Feb,9,Amrend Singh,1158,1.30%,Akhil Bharat Hindu Mahasabha,Parihar,25,1.30
2005-Feb,10,Babu Hussain,1098,1.20%,Independent,Parihar,25,1.20
2005-Feb,11,Taslim Jamal,886,1.00%,Samajwadi Party,Parihar,25,1.00
2005-Feb,1,Deo Dutt Prasad,36095,36.10%,Rashtriya Janata Dal,Sursand,26,36.10
2005-Feb,2,Manjeet Kumar Singh,25719,25.70%,Janata Dal (United),Sursand,26,25.70
2005-Feb,3,Lallbabu Pd. Yadav,8675,8.70%,Independent,Sursand,26,8.70
2005-Feb,4,Shatrudhan Singh,7739,7.70%,Bahujan Samaj Party,Sursand,26,7.70
2005-Feb,5,Ganga Prasad,6766,6.80%,Apna Dal,Sursand,26,6.80
2005-Feb,6,Mandeo Tiwary,6611,6.60%,Lok Jan Shakti Party,Sursand,26,6.60
2005-Feb,7,Harendra Ram,3129,3.10%,Independent,Sursand,26,3.10
2005-Feb,8,Deena Rai,1755,1.80%,Independent,Sursand,26,1.80
2005-Feb,9,Narendra Kuar,1516,1.50%,Independent,Sursand,26,1.50
2005-Feb,10,Phuleshwar Prasad,1240,1.20%,Independent,Sursand,26,1.20
2005-Feb,11,Bidya Bhusan Singh,806,0.80%,Samajwadi Party,Sursand,26,0.80
2005-Feb,1,Manik Chand Rai,44462,47.00%,Rashtriya Janata Dal,Bajpatti,27,47.00
2005-Feb,2,Sri Satyadeo Prasad Singh,28362,30.00%,Bharatiya Janta Party,Bajpatti,27,30.00
2005-Feb,3,Kamaldeo Narayan Shukla,6712,7.10%,Indian National Congress,Bajpatti,27,7.10
2005-Feb,4,Hemant Kumar Singh,3359,3.60%,Independent,Bajpatti,27,3.60
2005-Feb,5,Ramayan Singh,3052,3.20%,Bahujan Samaj Party,Bajpatti,27,3.20
2005-Feb,6,Rakesh Mishra,2764,2.90%,Independent,Bajpatti,27,2.90
2005-Feb,7,Ritesh Singh,1459,1.50%,Samata Party,Bajpatti,27,1.50
2005-Feb,8,Yugal Kishore Upadhayay,1371,1.50%,Independent,Bajpatti,27,1.50
2005-Feb,9,Shambhu Nath Pandey,1262,1.30%,Independent,Bajpatti,27,1.30
2005-Feb,10,Naeyar Hussain,1209,1.30%,Samajwadi Party,Bajpatti,27,1.30
2005-Feb,11,Rakesh Singh,630,0.70%,Independent,Bajpatti,27,0.70
2005-Feb,1,Bhumendra Naraian Singh,30637,36.00%,Bharatiya Janta Party,Sitamarhi,28,36.00
2005-Feb,2,Indradeo Prasad,29408,34.60%,Rashtriya Janata Dal,Sitamarhi,28,34.60
2005-Feb,3,Md.Rafi,5954,7.00%,Lok Jan Shakti Party,Sitamarhi,28,7.00
2005-Feb,4,Neyajudin Khan,3845,4.50%,Bahujan Samaj Party,Sitamarhi,28,4.50
2005-Feb,5,Abidul Fatah,3455,4.10%,Independent,Sitamarhi,28,4.10
2005-Feb,6,Hridyanand Singh,2263,2.70%,Independent,Sitamarhi,28,2.70
2005-Feb,7,Niranjan Tiwari,2101,2.50%,Independent,Sitamarhi,28,2.50
2005-Feb,8,Chaturgun Prasad Chauhan,1560,1.80%,Apna Dal,Sitamarhi,28,1.80
2005-Feb,9,Nagendra Yadav,1397,1.60%,Independent,Sitamarhi,28,1.60
2005-Feb,10,Md.Naim,1056,1.20%,Independent,Sitamarhi,28,1.20
2005-Feb,11,Rizawan Ahmad,966,1.10%,Samajwadi Party,Sitamarhi,28,1.10
2005-Feb,12,Dharamedeo Chaubey,799,0.90%,Independent,Sitamarhi,28,0.90
2005-Feb,13,Tarkeshwar Singh,617,0.70%,Independent,Sitamarhi,28,0.70
2005-Feb,14,Ramavtar Yadav,603,0.70%,Communist Party Of India (MARXIST-LENINIST) (LIBERATION),Sitamarhi,28,0.70
2005-Feb,15,Munimangal Deo Shashtri,397,0.50%,Bharat Mangalam Parishad,Sitamarhi,28,0.50
2005-Feb,1,Awadh Bihari Chaudhary,39666,45.60%,Rashtriya Janata Dal,Runnisaidpur,29,45.60
2005-Feb,2,Vyasdeo Prasad,26754,30.80%,Bharatiya Janta Party,Runnisaidpur,29,30.80
2005-Feb,3,Asgar Ali,12462,14.30%,Lok Jan Shakti Party,Runnisaidpur,29,14.30
2005-Feb,4,Raju Kumar,2511,2.90%,Bahujan Samaj Party,Runnisaidpur,29,2.90
2005-Feb,5,Shankar Manjhi,2370,2.70%,Independent,Runnisaidpur,29,2.70
2005-Feb,6,Babu Lal Ram,1267,1.50%,Independent,Runnisaidpur,29,1.50
2005-Feb,7,Naimuddin Ansari,1140,1.30%,Communist Party Of India (MARXIST-LENINIST) (LIBERATION),Runnisaidpur,29,1.30
2005-Feb,8,Ashfaque Ahmed,790,0.90%,Independent,Runnisaidpur,29,0.90
2005-Feb,1,Satya Dev Ram,26655,34.00%,Communist Party Of India (MARXIST-LENINIST) (LIBERATION),Belsand,30,34.00
2005-Feb,2,Shiv Kumar Manjhi,15884,20.30%,Rashtriya Janata Dal,Belsand,30,20.30
2005-Feb,3,Sanjeet Kumar,9268,11.80%,Indian National Congress,Belsand,30,11.80
2005-Feb,4,Chhathu Ram,9233,11.80%,Janata Dal (United),Belsand,30,11.80
2005-Feb,5,Vidya Pati Nath Manjhi,5468,7.00%,Independent,Belsand,30,7.00
2005-Feb,6,Girdhari Ram,4925,6.30%,Communist Party Of India (MARXIST),Belsand,30,6.30
2005-Feb,7,Sharma Nand Ram,1489,1.90%,Bahujan Samaj Party,Belsand,30,1.90
2005-Feb,8,Baleshwar Ram,1464,1.90%,Independent,Belsand,30,1.90
2005-Feb,9,Ram Sagar Ram,1460,1.90%,Gondvana Gantantra Party,Belsand,30,1.90
2005-Feb,10,Rajendra Ram,1275,1.60%,Independent,Belsand,30,1.60
2005-Feb,11,Meera Devi,1223,1.60%,Samajwadi Party,Belsand,30,1.60
2005-Feb,1,Amar Nath Yadav,25197,30.10%,Communist Party Of India (MARXIST-LENINIST) (LIBERATION),Harlakhi,31,30.10
2005-Feb,2,Sheo Shanker Yadav,23624,28.20%,Rashtriya Janata Dal,Harlakhi,31,28.20
2005-Feb,3,Rajdeo Singh,15868,19.00%,Bharatiya Janta Party,Harlakhi,31,19.00
2005-Feb,4,Shriniwash Yadav,4922,5.90%,Independent,Harlakhi,31,5.90
2005-Feb,5,Krishna Pratap Singh,3269,3.90%,Independent,Harlakhi,31,3.90
2005-Feb,6,Sri Lakhi Chand Prasad Yadav,1806,2.20%,Bahujan Samaj Party,Harlakhi,31,2.20
2005-Feb,7,Abha Devi,1805,2.20%,Independent,Harlakhi,31,2.20
2005-Feb,8,Durga Prasad Singh,1738,2.10%,Samajwadi Party,Harlakhi,31,2.10
2005-Feb,9,Yogendra Prasad Yadav,1397,1.70%,Lok Jan Shakti Party,Harlakhi,31,1.70
2005-Feb,10,Krishna Murari Rai,1391,1.70%,Independent,Harlakhi,31,1.70
2005-Feb,11,Ramprit Gond,1258,1.50%,Independent,Harlakhi,31,1.50
2005-Feb,12,Pancha Nand Singh,767,0.90%,Independent,Harlakhi,31,0.90
2005-Feb,13,Uttam Bihari Kushwaha,664,0.80%,Independent,Harlakhi,31,0.80
2005-Feb,1,Azazul Haque,31757,43.70%,Rashtriya Janata Dal,Benipatti,32,43.70
2005-Feb,2,Shyam Bahadur Singh,28691,39.50%,Janata Dal (United),Benipatti,32,39.50
2005-Feb,3,Naushad Ali Farooqui,3554,4.90%,Lok Jan Shakti Party,Benipatti,32,4.90
2005-Feb,4,Shanker Prasad Yadav,2355,3.20%,Bahujan Samaj Party,Benipatti,32,3.20
2005-Feb,5,Premchand Tiwari,2238,3.10%,Independent,Benipatti,32,3.10
2005-Feb,6,Azhar Ali Nawaz Ansari,1799,2.50%,Independent,Benipatti,32,2.50
2005-Feb,7,Nathuni Prasad,1402,1.90%,Communist Party Of India (MARXIST-LENINIST) (LIBERATION),Benipatti,32,1.90
2005-Feb,8,Nasir Khan,933,1.30%,Independent,Benipatti,32,1.30
2005-Feb,1,Damodar Singh,39293,48.10%,Janata Dal (United),Khajauli,33,48.10
2005-Feb,2,Umashankar Singh,30635,37.50%,Rashtriya Janata Dal,Khajauli,33,37.50
2005-Feb,3,Shaiyad Shahabudin,2057,2.50%,Independent,Khajauli,33,2.50
2005-Feb,4,Surendra Ram,1895,2.30%,Independent,Khajauli,33,2.30
2005-Feb,5,Sheodhari Dubey,1719,2.10%,Indian National Congress,Khajauli,33,2.10
2005-Feb,6,Anandi Devi,1121,1.40%,Samata Party,Khajauli,33,1.40
2005-Feb,7,Banarasi Ram,1009,1.20%,Independent,Khajauli,33,1.20
2005-Feb,8,Ramesh Kumar Tiwari,877,1.10%,Lok Jan Shakti Party,Khajauli,33,1.10
2005-Feb,9,Ashok Kumar Sharma,594,0.70%,Samajwadi Party,Khajauli,33,0.70
2005-Feb,10,Shivchand Ram,528,0.70%,Independent,Khajauli,33,0.70
2005-Feb,11,Bishundeo Ram,400,0.50%,Independent,Khajauli,33,0.50
2005-Feb,12,Chandragokhula Prasad,386,0.50%,Communist Party Of India (MARXIST-LENINIST) (LIBERATION),Khajauli,33,0.50
2005-Feb,13,Deodhari Ram,335,0.40%,Independent,Khajauli,33,0.40
2005-Feb,14,Ashok Ram,326,0.40%,Independent,Khajauli,33,0.40
2005-Feb,15,Atish Singh,273,0.30%,Independent,Khajauli,33,0.30
2005-Feb,16,Ashok Kumar Paswan,251,0.30%,Independent,Khajauli,33,0.30
2005-Feb,1,Jagmato Devi,28138,31.70%,Independent,Babubarhi,34,31.70
2005-Feb,2,Qamarul Haque,17534,19.80%,Independent,Babubarhi,34,19.80
2005-Feb,3,Vijay Shanker Dubey,17215,19.40%,Indian National Congress,Babubarhi,34,19.40
2005-Feb,4,Bikram Kunwar,8114,9.20%,Independent,Babubarhi,34,9.20
2005-Feb,5,Jaynath Yadav,5734,6.50%,Communist Party Of India (MARXIST-LENINIST) (LIBERATION),Babubarhi,34,6.50
2005-Feb,6,Dr. Tribhuwan Singh,3267,3.70%,Janata Dal (United),Babubarhi,34,3.70
2005-Feb,7,Virendra Shahi,2731,3.10%,Independent,Babubarhi,34,3.10
2005-Feb,8,Rabee Prasad,2080,2.40%,Bahujan Samaj Party,Babubarhi,34,2.40
2005-Feb,9,Anil Kumar Singh,1506,1.70%,Samajwadi Party,Babubarhi,34,1.70
2005-Feb,10,Balram Singh,1269,1.40%,Independent,Babubarhi,34,1.40
2005-Feb,11,Dalan Singh,1097,1.20%,Independent,Babubarhi,34,1.20
2005-Feb,1,Gautam Singh,26349,29.70%,Janata Dal (United),Bisfi,35,29.70
2005-Feb,2,Rabindra Nath Mishra,21192,23.90%,Indian National Congress,Bisfi,35,23.90
2005-Feb,3,Budhan Prasad Yadav,15619,17.60%,Independent,Bisfi,35,17.60
2005-Feb,4,Malti Singh,5985,6.80%,Independent,Bisfi,35,6.80
2005-Feb,5,Om Prakash Singh,3367,3.80%,Samajwadi Janata Party (RASHTRIYA),Bisfi,35,3.80
2005-Feb,6,Sudama Tiwari,2408,2.70%,Independent,Bisfi,35,2.70
2005-Feb,7,Sanjay Kumar Yadav,2354,2.70%,Independent,Bisfi,35,2.70
2005-Feb,8,Shobha Ram,1943,2.20%,Bahujan Samaj Party,Bisfi,35,2.20
2005-Feb,9,Suday Ram,1809,2.00%,Independent,Bisfi,35,2.00
2005-Feb,10,Haresh Yadaw,1292,1.50%,Independent,Bisfi,35,1.50
2005-Feb,11,Usha Mishra,1266,1.40%,Independent,Bisfi,35,1.40
2005-Feb,12,Sharda Nand Singh,1005,1.10%,Samata Party,Bisfi,35,1.10
2005-Feb,13,Suryamukhi Devi,967,1.10%,Apna Dal,Bisfi,35,1.10
2005-Feb,14,Parmod Kumar Ram,897,1.00%,Independent,Bisfi,35,1.00
2005-Feb,15,Kaushalendra Singh,746,0.80%,Independent,Bisfi,35,0.80
2005-Feb,16,Vidyashankar Singh,564,0.60%,Independent,Bisfi,35,0.60
2005-Feb,17,Manoj Kumar,461,0.50%,Independent,Bisfi,35,0.50
2005-Feb,18,Lal Babu Chaudhary,442,0.50%,Independent,Bisfi,35,0.50
2005-Feb,1,Manoranjan Singh,32724,38.50%,Lok Jan Shakti Party,Madhubani,36,38.50
2005-Feb,2,Ram Bahadur Rai,24618,28.90%,Rashtriya Janata Dal,Madhubani,36,28.90
2005-Feb,3,Yogendra Pandey,11955,14.10%,Janata Dal (United),Madhubani,36,14.10
2005-Feb,4,Narain Pd. Yadaw,2830,3.30%,Independent,Madhubani,36,3.30
2005-Feb,5,Hari Nath Ram,2321,2.70%,Independent,Madhubani,36,2.70
2005-Feb,6,Bindeshwar Singh Kushwaha,2313,2.70%,Bahujan Samaj Party,Madhubani,36,2.70
2005-Feb,7,Ramshish Yadav,2286,2.70%,Samajwadi Janata Party (RASHTRIYA),Madhubani,36,2.70
2005-Feb,8,Sunil Tiwari,1804,2.10%,Independent,Madhubani,36,2.10
2005-Feb,9,Satyendra Kumar Singh,1103,1.30%,Samajwadi Party,Madhubani,36,1.30
2005-Feb,10,Ramji Rai,693,0.80%,Independent,Madhubani,36,0.80
2005-Feb,11,Jitendra Pandey,670,0.80%,Independent,Madhubani,36,0.80
2005-Feb,12,Dilip Kumar Mahato,667,0.80%,Independent,Madhubani,36,0.80
2005-Feb,13,Umeshwar Singh,641,0.80%,Independent,Madhubani,36,0.80
2005-Feb,14,Upendra Ram,468,0.60%,Independent,Madhubani,36,0.60
2005-Feb,1,Tarkeshwar Singh,28250,35.00%,Independent,Rajnagar (SC),37,35.00
2005-Feb,2,Kedar Nath Singh,21081,26.10%,Janata Dal (United),Rajnagar (SC),37,26.10
2005-Feb,3,Upendra Kumar Singh,6889,8.50%,Lok Jan Shakti Party,Rajnagar (SC),37,8.50
2005-Feb,4,Madan Rai,4446,5.50%,Rashtriya Janata Dal,Rajnagar (SC),37,5.50
2005-Feb,5,Ram Narain Prasad Yadaw,3314,4.10%,Independent,Rajnagar (SC),37,4.10
2005-Feb,6,Sanjeev Kumar Mishra,3182,3.90%,Independent,Rajnagar (SC),37,3.90
2005-Feb,7,Chandrama Singh,2696,3.30%,Independent,Rajnagar (SC),37,3.30
2005-Feb,8,Ramagya Singh,1358,1.70%,Independent,Rajnagar (SC),37,1.70
2005-Feb,9,Shashi Bhushan Singh,1210,1.50%,Bahujan Samaj Party,Rajnagar (SC),37,1.50
2005-Feb,10,Ashesaur Panday,1116,1.40%,Independent,Rajnagar (SC),37,1.40
2005-Feb,11,Sawaliya Ram,990,1.20%,Independent,Rajnagar (SC),37,1.20
2005-Feb,12,Sabha Ray,972,1.20%,Communist Party Of India (MARXIST-LENINIST) (LIBERATION),Rajnagar (SC),37,1.20
2005-Feb,13,Binod Yadav,961,1.20%,Independent,Rajnagar (SC),37,1.20
2005-Feb,14,Javed Ansari,866,1.10%,Independent,Rajnagar (SC),37,1.10
2005-Feb,15,Yogendra Mishra,832,1.00%,Independent,Rajnagar (SC),37,1.00
2005-Feb,16,Harendra Singh,628,0.80%,Independent,Rajnagar (SC),37,0.80
2005-Feb,17,Kireshna Manjhi,611,0.80%,Independent,Rajnagar (SC),37,0.80
2005-Feb,18,Gudri Majhi,582,0.70%,Independent,Rajnagar (SC),37,0.70
2005-Feb,19,Sudhir Singh,388,0.50%,Independent,Rajnagar (SC),37,0.50
2005-Feb,20,Subhash Kumar,289,0.40%,Independent,Rajnagar (SC),37,0.40
2005-Feb,1,Janak Singh,22241,27.80%,Lok Jan Shakti Party,Jhanjharpur,38,27.80
2005-Feb,2,Ramdas Roy,21743,27.20%,Rashtriya Janata Dal,Jhanjharpur,38,27.20
2005-Feb,3,Shailendra Pratap,11557,14.40%,Bharatiya Janta Party,Jhanjharpur,38,14.40
2005-Feb,4,Kamala Prasad Singh,9349,11.70%,Independent,Jhanjharpur,38,11.70
2005-Feb,5,Chhote Lal Yadav,2690,3.40%,Bahujan Samaj Party,Jhanjharpur,38,3.40
2005-Feb,6,Satyendra Kr. Sahani,1794,2.20%,Communist Party Of India (MARXIST-LENINIST) (LIBERATION),Jhanjharpur,38,2.20
2005-Feb,7,Sunil Singh,1699,2.10%,Independent,Jhanjharpur,38,2.10
2005-Feb,8,Jay Prakash Kushwaha,1550,1.90%,Independent,Jhanjharpur,38,1.90
2005-Feb,9,Sardha Ray,1391,1.70%,Independent,Jhanjharpur,38,1.70
2005-Feb,10,Virendra Yadav,1217,1.50%,Independent,Jhanjharpur,38,1.50
2005-Feb,11,Birendra Ram,1100,1.40%,Independent,Jhanjharpur,38,1.40
2005-Feb,12,Nand Kishor Singh,1008,1.30%,Samata Party,Jhanjharpur,38,1.30
2005-Feb,13,Rananjay Kumar,928,1.20%,Independent,Jhanjharpur,38,1.20
2005-Feb,14,Atul Kumar Singh,902,1.10%,Independent,Jhanjharpur,38,1.10
2005-Feb,15,Indu Bhushan Singh,884,1.10%,Independent,Jhanjharpur,38,1.10
2005-Feb,1,Lal Babu Ray,29424,36.80%,Independent,Phulparas,39,36.80
2005-Feb,2,Yadu Banshi Ray,18457,23.10%,Rashtriya Janata Dal,Phulparas,39,23.10
2005-Feb,3,Ram Kumar Singh,12024,15.10%,Janata Dal (United),Phulparas,39,15.10
2005-Feb,4,Sheo Pujan Prasad Rai,3849,4.80%,Independent,Phulparas,39,4.80
2005-Feb,5,Bigan Manjhi,2709,3.40%,Independent,Phulparas,39,3.40
2005-Feb,6,Vijay Kumar,2334,2.90%,Lok Jan Shakti Party,Phulparas,39,2.90
2005-Feb,7,Ritlal Manjhi,1640,2.10%,Bahujan Samaj Party,Phulparas,39,2.10
2005-Feb,8,Shio Kumar Ram,1050,1.30%,Independent,Phulparas,39,1.30
2005-Feb,9,Vakil Ram,1026,1.30%,Independent,Phulparas,39,1.30
2005-Feb,10,Shashi Bhushan Ojha,1002,1.30%,Independent,Phulparas,39,1.30
2005-Feb,11,Mustaffa Azad,963,1.20%,Independent,Phulparas,39,1.20
2005-Feb,12,Pratap Kumar Singh,925,1.20%,Lok Sewa Dal,Phulparas,39,1.20
2005-Feb,13,Ashwani Kr.,809,1.00%,Samata Party,Phulparas,39,1.00
2005-Feb,14,Mahesh Prasad Rai,746,0.90%,Independent,Phulparas,39,0.90
2005-Feb,15,Haresh Prasad,626,0.80%,Independent,Phulparas,39,0.80
2005-Feb,16,Braj Behari Kuar,508,0.60%,Independent,Phulparas,39,0.60
2005-Feb,17,Umesh Singh,497,0.60%,Independent,Phulparas,39,0.60
2005-Feb,18,Bhageran Ram,484,0.60%,Independent,Phulparas,39,0.60
2005-Feb,19,Fazal Haque,422,0.50%,Apna Dal,Phulparas,39,0.50
2005-Feb,20,Nirmala Singh,370,0.50%,Independent,Phulparas,39,0.50
2005-Feb,1,Janardan Singh 'sigriwal',28192,30.90%,Bharatiya Janta Party,Laukaha,40,30.90
2005-Feb,2,Balagul Mobin,27548,30.20%,Rashtriya Janata Dal,Laukaha,40,30.20
2005-Feb,3,Hem Narayan Singh,9282,10.20%,Janata Dal (United),Laukaha,40,10.20
2005-Feb,4,Chandrama Singh,4993,5.50%,Indian National Congress,Laukaha,40,5.50
2005-Feb,5,Manoj Kuamr Tiwari,3802,4.20%,Independent,Laukaha,40,4.20
2005-Feb,6,Goutam Singh,2923,3.20%,Bahujan Samaj Party,Laukaha,40,3.20
2005-Feb,7,Ravi Shankar Singh,2888,3.20%,Independent,Laukaha,40,3.20
2005-Feb,8,Nagendra Ray,2295,2.50%,Independent,Laukaha,40,2.50
2005-Feb,9,Sribhagwan Rai,1591,1.80%,Samata Party,Laukaha,40,1.80
2005-Feb,10,Shom Nath Manjhi,1582,1.70%,Independent,Laukaha,40,1.70
2005-Feb,11,Dr. Ramzan Ali,1249,1.40%,Samajwadi Janata Party (RASHTRIYA),Laukaha,40,1.40
2005-Feb,12,Mahesh Manjhi,1243,1.40%,Independent,Laukaha,40,1.40
2005-Feb,13,"Ramayan ""jeevandani""",1026,1.10%,Independent,Laukaha,40,1.10
2005-Feb,14,Sanjiv Kuamr Singh,726,0.80%,Independent,Laukaha,40,0.80
2005-Feb,15,Zaffrulla Khan,649,0.70%,Independent,Laukaha,40,0.70
2005-Feb,16,Krishna Kumar Sharma,592,0.70%,Apna Dal,Laukaha,40,0.70
2005-Feb,17,Anju Devi,568,0.60%,Independent,Laukaha,40,0.60
2005-Feb,1,Ram Parvash Rai,33776,36.90%,Janata Dal (United),Nirmali,41,36.90
2005-Feb,2,Udit Rai,31527,34.40%,Rashtriya Janata Dal,Nirmali,41,34.40
2005-Feb,3,Jai Narain Singh 'solanki',8410,9.20%,Lok Jan Shakti Party,Nirmali,41,9.20
2005-Feb,4,Subhash Rai,4602,5.00%,Independent,Nirmali,41,5.00
2005-Feb,5,Laxman Rai,2180,2.40%,Independent,Nirmali,41,2.40
2005-Feb,6,Ramjee Singh,1466,1.60%,Independent,Nirmali,41,1.60
2005-Feb,7,Harendar Rai,1387,1.50%,Bahujan Samaj Party,Nirmali,41,1.50
2005-Feb,8,Vinod Singh,1112,1.20%,Independent,Nirmali,41,1.20
2005-Feb,9,Arun Kumar Singh,1099,1.20%,Independent,Nirmali,41,1.20
2005-Feb,10,Ashok Kumar Singh,1085,1.20%,Apna Dal,Nirmali,41,1.20
2005-Feb,11,Jitendra Kumar Singh,684,0.80%,Independent,Nirmali,41,0.80
2005-Feb,12,Md. Beraj Ahmad,657,0.70%,Bharatiya Momin Front,Nirmali,41,0.70
2005-Feb,13,Brajesh Kumar,617,0.70%,Independent,Nirmali,41,0.70
2005-Feb,14,Sanjay Rai,585,0.60%,Independent,Nirmali,41,0.60
2005-Feb,15,Birendra Kumar Yadav,563,0.60%,Samajwadi Party,Nirmali,41,0.60
2005-Feb,16,Rabish Chandra Gupta,534,0.60%,Independent,Nirmali,41,0.60
2005-Feb,17,Nutan Devi,487,0.50%,Independent,Nirmali,41,0.50
2005-Feb,18,Raju Rai,464,0.50%,Independent,Nirmali,41,0.50
