ElectionYear,Position,Name,Votes,Vot,Party,ACname,ACNo,Voteper
2015,4,Shahid Ali Khan,13954,8.90%,Hindustani Awam Morcha (Secular),Sursand,26,8.90
2015,5,Nawal Kishor Raut,10342,6.60%,Communist Party Of India,Sursand,26,6.60
2015,6,Vijay Kumar,6740,4.30%,Independent,Sursand,26,4.30
2015,7,Jai Nandan Prasad Yadav,4301,2.70%,Independent,Sursand,26,2.70
2015,8,Uma Shankar Gupta,4119,2.60%,Independent,Sursand,26,2.60
2015,9,Nawal Mandal,3297,2.10%,Independent,Sursand,26,2.10
2015,10,Mahesh Kumar,2310,1.50%,Independent,Sursand,26,1.50
2015,11,Gobind Thakur,2131,1.40%,Independent,Sursand,26,1.40
2015,12,Satyanarayan Thakur,1978,1.30%,Bahujan Mukti Party,Sursand,26,1.30
2015,13,Manoj Purwe,1481,1.00%,Samajwadi Party,Sursand,26,1.00
2015,14,Vijay Kumar Hathi,1473,0.90%,Independent,Sursand,26,0.90
2015,15,Bharat Bhushan Sahani,1369,0.90%,Garib Janta Dal (Secular),Sursand,26,0.90
2015,16,Santosh Kumar,1099,0.70%,Bahujan Nyay Dal,Sursand,26,0.70
2015,17,Sachin Shekhar,1068,0.70%,Independent,Sursand,26,0.70
2015,18,Mukesh Kumar Singh,970,0.60%,Bahujan Samaj Party,Sursand,26,0.60
2015,1,Dr. Ranju Geeta,67194,43.30%,Janata Dal (United),Bajpatti,27,43.30
2015,2,Rekha Kumari,50248,32.40%,Rashtriya Lok Samta Party,Bajpatti,27,32.40
2015,3,Rabindra Kumar Shahi,8033,5.20%,Independent,Bajpatti,27,5.20
2015,4,Vijay Kumar Jha,4190,2.70%,Independent,Bajpatti,27,2.70
2015,5,Shyam Babu Chaudhary,3372,2.20%,Independent,Bajpatti,27,2.20
2015,6,Devendra Jha,3339,2.20%,Independent,Bajpatti,27,2.20
2015,7,Fudan Kumar Jha,1852,1.20%,Independent,Bajpatti,27,1.20
2015,8,Akhileshwar Kumar,1624,1.10%,Bahujan Samaj Party,Bajpatti,27,1.10
2015,9,Ash Narayan Jha,1588,1.00%,Independent,Bajpatti,27,1.00
2015,10,Ansar Ahmad,1512,1.00%,Nationalist Congress Party,Bajpatti,27,1.00
2015,11,Manoj Kumar,1287,0.80%,Jan Adhikar Party (Loktantrik),Bajpatti,27,0.80
2015,12,Awadhesh Kumar,1216,0.80%,Jharkhand Mukti Morcha,Bajpatti,27,0.80
2015,13,Sanowar Praveen,726,0.50%,Bahujan Mukti Party,Bajpatti,27,0.50
2015,14,Shailendra Kumar,717,0.50%,Communist Party Of India (Marxist-Leninist) (Liberation),Bajpatti,27,0.50
2015,15,Kundan Kumar Singh,667,0.40%,Shiv Sena,Bajpatti,27,0.40
2015,16,Shekh Abdus Salam,651,0.40%,Independent,Bajpatti,27,0.40
2015,17,Rekha Devi,623,0.40%,Independent,Bajpatti,27,0.40
2015,18,Rekha Devi,516,0.30%,Independent,Bajpatti,27,0.30
2015,19,M Habibur Rahman,513,0.30%,Independent,Bajpatti,27,0.30
2015,20,Shankar Ray,423,0.30%,Garib Janta Dal (Secular),Bajpatti,27,0.30
2015,21,Md Ashfaque,392,0.30%,Samajwadi Party,Bajpatti,27,0.30
2015,22,Ranju Kumari Pathak,354,0.20%,National Janta Party (Indian),Bajpatti,27,0.20
2015,1,Sunil Kumar,81557,49.60%,Rashtriya Janata Dal,Sitamarhi,28,49.60
2015,2,Sunil Kumar Alias Pintu,66835,40.70%,Bharatiya Janta Party,Sitamarhi,28,40.70
2015,3,Nagina Devi,3624,2.20%,Independent,Sitamarhi,28,2.20
2015,4,Anup Mahto,2236,1.40%,Rashtriya Janshanti Party,Sitamarhi,28,1.40
2015,5,Rakesh Kumar Tunna,2059,1.30%,Independent,Sitamarhi,28,1.30
2015,6,Irshad Ahmad,959,0.60%,Bahujan Samaj Party,Sitamarhi,28,0.60
2015,7,Shahin Parween,948,0.60%,Independent,Sitamarhi,28,0.60
2015,8,Chandrika Prasad,890,0.50%,Independent,Sitamarhi,28,0.50
2015,9,Eftekhar Afatab,781,0.50%,Nationalist Congress Party,Sitamarhi,28,0.50
2015,10,Umesh Paswan,573,0.40%,Independent,Sitamarhi,28,0.40
2015,11,Ram Kishore Rai,550,0.30%,Samajwadi Party,Sitamarhi,28,0.30
2015,12,Umesh Kumar Singh,487,0.30%,Sarvajan Kalyan Loktantrik Party,Sitamarhi,28,0.30
2015,13,Vinod Sah,466,0.30%,Hindusthan Nirman Dal,Sitamarhi,28,0.30
2015,14,Ramesh Sah,390,0.20%,Garib Janta Dal (Secular),Sitamarhi,28,0.20
2015,15,Ram Vinay Singh Kushwaha,374,0.20%,Bahujan Mukti Party,Sitamarhi,28,0.20
2015,1,Mangita Devi,55699,40.50%,Rashtriya Janata Dal,Runisaidpur,29,40.50
2015,2,Pankaj Kumar Mishra,41589,30.30%,Rashtriya Lok Samta Party,Runisaidpur,29,30.30
2015,3,Guddi Devi,16038,11.70%,Samajwadi Party,Runisaidpur,29,11.70
2015,4,Lal Babu Roy,5024,3.70%,Independent,Runisaidpur,29,3.70
2015,5,Vijay Kumar Sah,2821,2.10%,Independent,Runisaidpur,29,2.10
2015,6,Devendar Prasad Yadav,1887,1.40%,Communist Party Of India (MARXIST),Runisaidpur,29,1.40
2015,7,Shyam Babu Yadav,1520,1.10%,Bahujan Samaj Party,Runisaidpur,29,1.10
2015,8,Mrigendra Kumar,999,0.70%,Shiv Sena,Runisaidpur,29,0.70
2015,9,Ram Naresh Bhagat,941,0.70%,Independent,Runisaidpur,29,0.70
2015,10,Arjun Prasad,924,0.70%,Independent,Runisaidpur,29,0.70
2015,11,Kiran Paswan,820,0.60%,Rashtravadi Janata Party,Runisaidpur,29,0.60
2015,12,Chaudhary Khushwant Singh,790,0.60%,National Janta Party (Indian),Runisaidpur,29,0.60
2015,13,Rajaram Paswan,598,0.40%,Bahujan Mukti Party,Runisaidpur,29,0.40
2015,14,Bajrang Bihari Singh,565,0.40%,Independent,Runisaidpur,29,0.40
2015,1,Sunita Singh Chauhan,33785,27.60%,Janata Dal (United),Belhar,163,27.60
2015,2,Md. Nasir Ahamad,28210,23.00%,Lok Jan Shakti Party,Belhar,163,23.00
2015,3,Baidyanath Prasad,11366,9.30%,Independent,Belhar,163,9.30
2015,4,Angesh Kumar,10614,8.70%,Independent,Belhar,163,8.70
2015,5,Akhilesh Kumar Singh,6976,5.70%,Independent,Belhar,163,5.70
2015,6,Sanjay Kumar,5480,4.50%,Independent,Belhar,163,4.50
2015,7,Shatrughan Sahani,5063,4.10%,Communist Party Of India,Belhar,163,4.10
2015,8,Ram Sakal Sahani,3343,2.70%,Sarvajan Kalyan Loktantrik Party,Belhar,163,2.70
2015,9,Bindeshwar Ram,2571,2.10%,Bahujan Samaj Party,Belhar,163,2.10
2015,10,Sanjay Singh,2481,2.00%,Independent,Belhar,163,2.00
2015,11,Khushanandan Ray,2120,1.70%,Samajwadi Party,Belhar,163,1.70
2015,12,Ashok Kumar,2005,1.60%,Independent,Belhar,163,1.60
2015,13,Chandeshwar Das Chanakya,1425,1.20%,Bharatiya Yuva Party (Democratic),Belhar,163,1.20
2015,14,Usha Devi,1391,1.10%,Garib Janta Dal (Secular),Belhar,163,1.10
2015,15,Ramgyan Kumar,1176,1.00%,Bharat Nirman Party,Belhar,163,1.00
2015,16,Md Noor Alam,1140,0.90%,Vanchitsamaj Insaaf Party,Belhar,163,0.90
2015,17,Dilip Kumar Mishra,944,0.80%,National Janta Party (Indian),Belhar,163,0.80
2015,18,Sunita Singh,729,0.60%,Independent,Belhar,163,0.60
2015,1,Basant Kumar,40468,27.90%,Rashtriya Lok Samta Party,Harlakhi,31,27.90
2015,2,Mohammad Shabbir,36576,25.30%,Indian National Congress,Harlakhi,31,25.30
2015,3,Ram Naresh Pandey,22709,15.70%,Communist Party Of India,Harlakhi,31,15.70
2015,4,Ramashish Yadav,21670,15.00%,Independent,Harlakhi,31,15.00
2015,5,Madan Chandra Jha,5085,3.50%,Independent,Harlakhi,31,3.50
2015,6,Vishweshwar Chaupal,3054,2.10%,Independent,Harlakhi,31,2.10
2015,7,Hiralal Sah,2109,1.50%,Bahujan Samaj Party,Harlakhi,31,1.50
2015,8,Rajnish Ram,1608,1.10%,Shiv Sena,Harlakhi,31,1.10
2015,9,Purushottam Jha,1512,1.00%,Independent,Harlakhi,31,1.00
2015,10,Shaligram Yadav,1474,1.00%,Samajwadi Party,Harlakhi,31,1.00
2015,11,Bhagirath Jha,1210,0.80%,Sarvajan Kalyan Loktantrik Party,Harlakhi,31,0.80
2015,12,Asha Devi,944,0.70%,Independent,Harlakhi,31,0.70
2015,13,Chhedi Mandal,923,0.60%,Independent,Harlakhi,31,0.60
2015,14,Sanjay Paswan,763,0.50%,Garib Janta Dal (Secular),Harlakhi,31,0.50
2015,15,Vijay Gandhi,704,0.50%,Aarakshan Virodhi Party,Harlakhi,31,0.50
2015,16,Priya Ranjan,668,0.50%,Aadarsh Mithila Party,Harlakhi,31,0.50
2015,17,Bechu Mishra,579,0.40%,Bhartiya Jagran Party,Harlakhi,31,0.40
2015,1,Bhawana Jha,55978,41.50%,Indian National Congress,Belsand,30,41.50
2015,2,Vinod Narain Jha,51244,38.00%,Bharatiya Janta Party,Belsand,30,38.00
2015,3,Kripanand Jha,9758,7.20%,Communist Party Of India,Belsand,30,7.20
2015,4,Vinodanad Kamat,2825,2.10%,Independent,Belsand,30,2.10
2015,5,Lalan Kishor Jha,2580,1.90%,Independent,Belsand,30,1.90
2015,6,Mishri Lal Yadav,2011,1.50%,Bahujan Samaj Party,Belsand,30,1.50
2015,7,Rakesh Singh,1878,1.40%,Independent,Belsand,30,1.40
2015,8,Md. Akhtar Hussain,1387,1.00%,Samajwadi Party,Belsand,30,1.00
2015,9,Laxmi Kant Jha,1195,0.90%,Independent,Belsand,30,0.90
2015,10,Ganesh Mishra,1004,0.70%,Independent,Belsand,30,0.70
2015,11,Kailash Sharma,713,0.50%,Independent,Belsand,30,0.50
2015,12,Digvijay Narayan Yadav,645,0.50%,Sankhyanupati Bhagidari Party,Belsand,30,0.50
2015,13,Ganesh Pandey,579,0.40%,Aarakshan Virodhi Party,Belsand,30,0.40
2015,14,Ram Lakhan Ram,532,0.40%,Bhartiya Jagran Party,Belsand,30,0.40
2015,15,Ram Naresh Thakur,521,0.40%,Vanchitsamaj Insaaf Party,Belsand,30,0.40
2015,16,Yogesh Kumar Shukla,492,0.40%,Akhil Bharat Hindu Mahasabha,Belsand,30,0.40
2015,1,Sitaram Yadav,71534,43.60%,Rashtriya Janata Dal,Khajauli,33,43.60
2015,2,Arun Shankar Prasad,60831,37.00%,Bharatiya Janta Party,Khajauli,33,37.00
2015,3,Amiruddin,7568,4.60%,Communist Party Of India,Khajauli,33,4.60
2015,4,Pursottam Jha,5523,3.40%,Independent,Khajauli,33,3.40
2015,5,Brajesh Raut,2440,1.50%,Independent,Khajauli,33,1.50
2015,6,Murari Thakur,2281,1.40%,Bahujan Samaj Party,Khajauli,33,1.40
2015,7,Ram Kumar Yadav,1837,1.10%,Samajwadi Party,Khajauli,33,1.10
2015,8,Sonu Kumar Jha,1782,1.10%,Independent,Khajauli,33,1.10
2015,9,Sudhakar Kumar,1657,1.00%,Akhil Bharat Hindu Mahasabha,Khajauli,33,1.00
2015,10,Vishwanath Yadav,1636,1.00%,Independent,Khajauli,33,1.00
2015,11,Amit Kumar Mahto,1458,0.90%,Aarakshan Virodhi Party,Khajauli,33,0.90
2015,12,Raj Kumar Yadav,1144,0.70%,Jan Adhikar Party (Loktantrik),Khajauli,33,0.70
2015,13,Prabhakar Jha,1135,0.70%,Akhil Bhartiya Mithila Party,Khajauli,33,0.70
2015,14,Anand Mohan,613,0.40%,Bhartiya Mitra Party,Khajauli,33,0.40
2015,15,Dinesh Thakur,548,0.30%,All India Forward Bloc,Khajauli,33,0.30
2015,1,Kapil Deo Kamat,61486,37.70%,Janata Dal (United),Babubarhi,34,37.70
2015,2,Binod Kumar Singh,41219,25.30%,Lok Jan Shakti Party,Babubarhi,34,25.30
2015,3,Uma Kant Yadav,27153,16.60%,Samajwadi Party,Babubarhi,34,16.60
2015,4,Shiv Sundar Kamat,3920,2.40%,Independent,Babubarhi,34,2.40
2015,5,Surya Narayan Mahto,3635,2.20%,Communist Party Of India,Babubarhi,34,2.20
2015,6,Vishwanath Roy,3404,2.10%,Independent,Babubarhi,34,2.10
2015,7,Vijay Kumar Singh,3332,2.00%,Independent,Babubarhi,34,2.00
2015,8,Dilip Kumar Sharma,3328,2.00%,Independent,Babubarhi,34,2.00
2015,9,Rita Devi,2105,1.30%,Bahujan Samaj Party,Babubarhi,34,1.30
2015,10,S.N. Jha,1591,1.00%,Akhil Bhartiya Mithila Party,Babubarhi,34,1.00
2015,11,Meena Devi,1335,0.80%,Akhil Bharat Hindu Mahasabha,Babubarhi,34,0.80
2015,12,Dilip Kumar Jha,1328,0.80%,Rashtriya Jankranti Party,Babubarhi,34,0.80
2015,13,Brajendra Jha,1264,0.80%,Hind Congress Party,Babubarhi,34,0.80
2015,1,Faiyaz Ahmad,70975,44.40%,Rashtriya Janata Dal,Bikram,191,44.40
2015,2,Manoj Kumar Yadav (BHOJ PANDAUL),35650,22.30%,Rashtriya Lok Samta Party,Bikram,191,22.30
2015,3,Hari Bhushan Thakur ''bachaul'',25796,16.10%,Independent,Bikram,191,16.10
2015,4,Mithilesh Kumar Jha,9309,5.80%,Communist Party Of India,Bikram,191,5.80
2015,5,Maheshwar Prasad Chaudhary,3389,2.10%,Independent,Bikram,191,2.10
2015,6,Prem Shanker Jha,2701,1.70%,Independent,Bikram,191,1.70
2015,7,Chameli Devi,2271,1.40%,Bahujan Samaj Party,Bikram,191,1.40
2015,8,Anil Kumar Singh,1754,1.10%,Independent,Bikram,191,1.10
2015,9,Alpana Kumari,1375,0.90%,Shiv Sena,Bikram,191,0.90
2015,10,Faiz Ahmad,1198,0.80%,Akhil Bhartiya Mithila Party,Bikram,191,0.80
2015,11,Dhaneshwar Mahto,984,0.60%,Bhartiya Mitra Party,Bikram,191,0.60
2015,12,Manoj Kumar Yadav (PARADIH),836,0.50%,Garib Janta Dal (Secular),Bikram,191,0.50
2015,13,Md. Ausaf,622,0.40%,Samajwadi Party,Bikram,191,0.40
2015,14,Parwez Hassan,610,0.40%,Janta Dal Rashtravadi,Bikram,191,0.40
2015,15,Ashok Kumar Roy,442,0.30%,National Janta Party (Indian),Bikram,191,0.30
2015,16,Gulab Kumar Sah,389,0.20%,Bahujan Mukti Party,Bikram,191,0.20
2015,1,Samir Kumar Mahaseth,76823,45.30%,Rashtriya Janata Dal,Madhubani,36,45.30
2015,2,Ramdeo Mahto,69516,41.00%,Bharatiya Janta Party,Madhubani,36,41.00
2015,3,Naiyar Azam,3874,2.30%,Samajwadi Party,Madhubani,36,2.30
2015,4,Raju Kumar Raj,3219,1.90%,Independent,Madhubani,36,1.90
2015,5,Vijay Mahto Alies Sanjay Kumar Mahto,2539,1.50%,Independent,Madhubani,36,1.50
2015,6,Mithilesh Kumar Das,2508,1.50%,Bahujan Samaj Party,Madhubani,36,1.50
2015,7,Md. Inamur Rahman,1907,1.10%,Bhartiya Mitra Party,Madhubani,36,1.10
2015,8,Ranjeet Kumar Jha,1530,0.90%,Independent,Madhubani,36,0.90
2015,9,Mihir Kumar Jha,1287,0.80%,Independent,Madhubani,36,0.80
2015,10,Dhrub Narayan Karn,936,0.60%,Communist Party Of India (Marxist-Leninist) (Liberation),Madhubani,36,0.60
2015,11,Gopal Pathak,717,0.40%,Republican Party Of India (A),Madhubani,36,0.40
2015,12,Dinesh Yadav,554,0.30%,Krantikari Samyavadi Party,Madhubani,36,0.30
2015,1,Ram Prit Paswan,71614,46.20%,Bharatiya Janta Party,Rajnagar,37,46.20
2015,2,Ramawatar Paswan,65372,42.20%,Rashtriya Janata Dal,Rajnagar,37,42.20
2015,3,Maheswar Ram,2650,1.70%,Bahujan Samaj Party,Rajnagar,37,1.70
2015,4,Rakesh Kumar,2271,1.50%,Independent,Rajnagar,37,1.50
2015,5,Vishnath Paswan,2029,1.30%,Independent,Rajnagar,37,1.30
2015,6,Utim Paswan,1945,1.30%,Communist Party Of India (Marxist-Leninist) (Liberation),Rajnagar,37,1.30
2015,7,Pawas Kumar Paswan,1349,0.90%,Samajwadi Party,Rajnagar,37,0.90
2015,8,Chhedi Ram,1181,0.80%,Independent,Rajnagar,37,0.80
2015,9,Ram Chandra Mandal,1055,0.70%,National Jagaran Party,Rajnagar,37,0.70
2015,10,Siyaram Saday,1025,0.70%,Samajwadi Janata Dal Democratic,Rajnagar,37,0.70
2015,11,Umesh Paswan,967,0.60%,Akhil Bhartiya Mithila Party,Rajnagar,37,0.60
2015,1,Gulab Yadav,64320,40.70%,Rashtriya Janata Dal,Jhanjharpur,38,40.70
2015,2,Nitish Mishra,63486,40.20%,Bharatiya Janta Party,Jhanjharpur,38,40.20
2015,3,Sunil Kumar Jha,7022,4.50%,Independent,Jhanjharpur,38,4.50
2015,4,Ram Narayan Yadav,4531,2.90%,Communist Party Of India,Jhanjharpur,38,2.90
2015,5,Sada Nand Suman,4237,2.70%,Independent,Jhanjharpur,38,2.70
2015,6,Om Prakash,3309,2.10%,Independent,Jhanjharpur,38,2.10
2015,7,Ram Narayan Mahto,2639,1.70%,Independent,Jhanjharpur,38,1.70
2015,8,Md. Hasnaian,1593,1.00%,Independent,Jhanjharpur,38,1.00
2015,9,Rajesh Kumar Jha,1195,0.80%,Independent,Jhanjharpur,38,0.80
2015,10,Mohammad Manjur Alam,929,0.60%,Independent,Jhanjharpur,38,0.60
2015,11,Awdesh Kumar Shing,597,0.40%,Independent,Jhanjharpur,38,0.40
2015,12,Ram Bharos Paswan,574,0.40%,Bahujan Samaj Party,Jhanjharpur,38,0.40
2015,13,Ganapati Jha,535,0.30%,Samajwadi Party,Jhanjharpur,38,0.30
2015,14,Mustafa Kamal,435,0.30%,Rashtriya Samanta Dal,Jhanjharpur,38,0.30
2015,15,Rajeev Kumar,423,0.30%,Aarakshan Virodhi Party,Jhanjharpur,38,0.30
2015,16,Pawan Kumar Mishra,380,0.20%,Akhil Bharat Hindu Mahasabha,Jhanjharpur,38,0.20
2015,17,Dhirendra Kumar Kamat,348,0.20%,Samajwadi Janata Dal Democratic,Jhanjharpur,38,0.20
2015,18,Navin Kumar Ram,317,0.20%,The National Road Map Party Of India,Jhanjharpur,38,0.20
2015,1,Guljar Devi,64368,40.60%,Janata Dal (United),Phulparas,39,40.60
2015,2,Ram Sundar Yadav,50953,32.10%,Bharatiya Janta Party,Phulparas,39,32.10
2015,3,Jyoti Jha,10861,6.90%,Independent,Phulparas,39,6.90
2015,4,Umesh Kumar Roy,7431,4.70%,Communist Party Of India (MARXIST),Phulparas,39,4.70
2015,5,Gauri Shankar Yadav,4970,3.10%,Jan Adhikar Party (Loktantrik),Phulparas,39,3.10
2015,6,Ram Kumar Yadav,3785,2.40%,Samajwadi Party,Phulparas,39,2.40
2015,7,Durganand Mandal,2626,1.70%,Bahujan Samaj Party,Phulparas,39,1.70
2015,8,Shambhu Nath Mishra,2111,1.30%,Hind Congress Party,Phulparas,39,1.30
2015,9,Aruna Nand Singh,2065,1.30%,Independent,Phulparas,39,1.30
2015,10,Vijay Kumar Jha,1493,0.90%,Aadarsh Mithila Party,Phulparas,39,0.90
2015,11,Laxaman Prasad Yadav,1109,0.70%,Bhartiya Mitra Party,Phulparas,39,0.70
2015,12,Ram Prasad Chaupal,1005,0.60%,Jammu & Kashmir National Panthers Party,Phulparas,39,0.60
2015,1,Lakshmeshwar Roy,79971,43.60%,Janata Dal (United),Laukaha,40,43.60
2015,2,Pramod Kumar Priyedarshi,56138,30.60%,Bharatiya Janta Party,Laukaha,40,30.60
2015,3,Manoj Kumar 'bihari',14455,7.90%,Shiv Sena,Laukaha,40,7.90
2015,4,Rampari Devi,5393,2.90%,Communist Party Of India (MARXIST),Laukaha,40,2.90
2015,5,Dinesh Prasad Sah,4110,2.20%,Independent,Laukaha,40,2.20
2015,6,Surendra Prasad Yadav,3856,2.10%,Samajwadi Party,Laukaha,40,2.10
2015,7,Bhupinder Prasad Yadav,3295,1.80%,Independent,Laukaha,40,1.80
2015,8,Surendra Prasad Suman,2409,1.30%,Independent,Laukaha,40,1.30
2015,9,Poonam Goit,2187,1.20%,Jan Adhikar Party (Loktantrik),Laukaha,40,1.20
2015,10,Shakuntala,1881,1.00%,Bahujan Samaj Party,Laukaha,40,1.00
2015,11,Prabhakar Prasad,1460,0.80%,Independent,Laukaha,40,0.80
2015,12,Shiv Kumar Prasad,1327,0.70%,Bhartiya Deshbhakt Party,Laukaha,40,0.70
2015,13,Aman Kumar Samajsebi,1217,0.70%,Independent,Laukaha,40,0.70
2015,14,Abadul Gaffar,838,0.50%,Independent,Laukaha,40,0.50
2015,1,Anirudh Prasad Yadav,79600,47.50%,Janata Dal (United),Nirmali,41,47.50
2015,2,Ram Kumar Roy,55649,33.20%,Bharatiya Janta Party,Nirmali,41,33.20
2015,3,Vijay Kumar Yadav,10001,6.00%,Jan Adhikar Party (Loktantrik),Nirmali,41,6.00
2015,4,Shrawan Kumar Chaudhary,2728,1.60%,Independent,Nirmali,41,1.60
2015,5,Ramdev Sharma,2353,1.40%,Independent,Nirmali,41,1.40
2015,6,Gautam Kumar,1626,1.00%,Samajwadi Party,Nirmali,41,1.00
2015,7,Binod Kumar Sahu,1591,1.00%,Bahujan Samaj Party,Nirmali,41,1.00
2015,8,Laxmi Kant Jha,1504,0.90%,Akhil Bhartiya Mithila Party,Nirmali,41,0.90
2015,9,Kusheshwar Pandey,1347,0.80%,Jai Hind Party,Nirmali,41,0.80
2015,10,Arun Kumar Yadav,1330,0.80%,Jharkhand Mukti Morcha,Nirmali,41,0.80
2015,11,"Sunil Kumar ""suman""",1279,0.80%,Communist Party Of India (Marxist-Leninist) (Liberation),Nirmali,41,0.80
2015,12,Upendra Singh Kushwaha,639,0.40%,Bharat Vikas Morcha,Nirmali,41,0.40
2015,13,Arjun Mandal,610,0.40%,Shiv Sena,Nirmali,41,0.40
2015,14,Ishtiyaque Ahmad,480,0.30%,Rashtriya Krantikari Samajwadi Party,Nirmali,41,0.30
2015,1,Yadubansh Kumar Yadav,85944,54.00%,Rashtriya Janata Dal,Pipra,17,54.00
2015,2,Vishwamohan Kumar,49575,31.20%,Bharatiya Janta Party,Pipra,17,31.20
2015,3,Mahendra Sah,4204,2.60%,Bahujan Samaj Party,Pipra,17,2.60
2015,4,Nageshwar Prasad Yadav,3507,2.20%,Communist Party Of India (MARXIST),Pipra,17,2.20
2015,5,Mahendra Prasad Choudhary,2961,1.90%,Independent,Pipra,17,1.90
2015,6,Shur Vir Kaladhar,2899,1.80%,Independent,Pipra,17,1.80
2015,7,Idrish,2588,1.60%,Jan Adhikar Party (Loktantrik),Pipra,17,1.60
2015,8,Sudha Kar Jha,1926,1.20%,Independent,Pipra,17,1.20
2015,9,Mohammad Izhar,1568,1.00%,Samajwadi Party,Pipra,17,1.00
2015,1,Bijendra Prasad Yadav,82295,54.70%,Janata Dal (United),Supaul,43,54.70
2015,2,Kishor Kumar,44898,29.80%,Bharatiya Janta Party,Supaul,43,29.80
2015,3,Suresh Kumar Azad,5501,3.70%,Jai Hind Party,Supaul,43,3.70
2015,4,Md. Ziyaur Rahman,4322,2.90%,Bahujan Samaj Party,Supaul,43,2.90
2015,5,Bijendra Narayan Yadav,2907,1.90%,Independent,Supaul,43,1.90
2015,6,Bhogi Mandal,1917,1.30%,Rashtravadi Janata Party,Supaul,43,1.30
2015,7,Arvind Kumar Sharma,1915,1.30%,Communist Party Of India (Marxist-Leninist) (Liberation),Supaul,43,1.30
2015,8,Jay Narayan Yadav,1261,0.80%,Lok Sewa Dal,Supaul,43,0.80
2015,9,Prem Hans Kumar,1141,0.80%,Samajwadi Party,Supaul,43,0.80
2015,1,Veena Bharti,89869,57.50%,Janata Dal (United),Tribeniganj,44,57.50
2015,2,Anant Kumar Bharti,37469,24.00%,Lok Jan Shakti Party,Tribeniganj,44,24.00
2015,3,Amla Devi,7340,4.70%,Jan Adhikar Party (Loktantrik),Tribeniganj,44,4.70
2015,4,Sanjay Sardar,3996,2.60%,Independent,Tribeniganj,44,2.60
2015,5,Subash Rajak,3774,2.40%,Bharat Nirman Party,Tribeniganj,44,2.40
2015,6,Ram Narayan Chaupal,2390,1.50%,Samajwadi Janata Dal Democratic,Tribeniganj,44,1.50
2015,7,Mahendra Ram,1824,1.20%,Bahujan Samaj Party,Tribeniganj,44,1.20
2015,8,Upender Sideo,1690,1.10%,Communist Party Of India (Marxist-Leninist) (Liberation),Tribeniganj,44,1.10
2015,9,Ramesh Kumar Sardar,1308,0.80%,The National Road Map Party Of India,Tribeniganj,44,0.80
2015,1,Niraj Kumar Singh,75697,43.70%,Bharatiya Janta Party,Chhatapur,45,43.70
2015,2,Jahur Alam,66405,38.40%,Rashtriya Janata Dal,Chhatapur,45,38.40
2015,3,Upendra Prasad Singh,6244,3.60%,Independent,Chhatapur,45,3.60
2015,4,Aqueel Ahmad,4135,2.40%,Bahujan Samaj Party,Chhatapur,45,2.40
2015,5,Deepak Kumar Sah,3200,1.90%,Shiv Sena,Chhatapur,45,1.90
2015,6,Md. Akbar Ali,3167,1.80%,Independent,Chhatapur,45,1.80
2015,7,Sanjay Kumar Mishra,2779,1.60%,Jan Adhikar Party (Loktantrik),Chhatapur,45,1.60
2015,8,Nitu Kumari,2570,1.50%,Communist Party Of India (MARXIST),Chhatapur,45,1.50
2015,9,Bishnudev Paswan,2383,1.40%,Independent,Chhatapur,45,1.40
2015,10,Ramsundar Mukhiya,1568,0.90%,Sarvajan Kalyan Loktantrik Party,Chhatapur,45,0.90
2015,11,Bipin Kumar Yadav,988,0.60%,Proutist Bloc India,Chhatapur,45,0.60
2015,1,Anil Kumar Yadav,90250,51.30%,Rashtriya Janata Dal,Narpatganj,46,51.30
2015,2,Janardan Yadav,64299,36.60%,Bharatiya Janta Party,Narpatganj,46,36.60
2015,3,Prince Victor,4377,2.50%,Jan Adhikar Party (Loktantrik),Narpatganj,46,2.50
2015,4,Guru Prasad Yadav,2483,1.40%,Bahujan Samaj Party,Narpatganj,46,1.40
2015,5,Shyam Deo Roy,2410,1.40%,Communist Party Of India,Narpatganj,46,1.40
2015,6,Sadhan Kumar Yadav,1292,0.70%,Independent,Narpatganj,46,0.70
2015,7,Binod Uranw,1285,0.70%,Jharkhand Mukti Morcha,Narpatganj,46,0.70
2015,8,Papu Kumar Singh,1147,0.70%,Independent,Narpatganj,46,0.70
2015,9,Ashok Kumar Bhagat,996,0.60%,Shiv Sena,Narpatganj,46,0.60
2015,10,Indra Nand Yadav,967,0.60%,Samajwadi Party,Narpatganj,46,0.60
2015,11,Mohammad Rahmat Ali,864,0.50%,Bahujan Mukti Party,Narpatganj,46,0.50
2015,12,Navi Hassan,836,0.50%,Rashtravadi Janata Party,Narpatganj,46,0.50
2015,1,Achmit Rishidev,77717,48.20%,Janata Dal (United),Raniganj,47,48.20
2015,2,Ramji Das Rishidev,62787,38.90%,Bharatiya Janta Party,Raniganj,47,38.90
2015,3,Basant Paswan,2976,1.80%,Independent,Raniganj,47,1.80
2015,4,Sunil Paswan,2342,1.50%,Jan Adhikar Party (Loktantrik),Raniganj,47,1.50
2015,5,Jay Ram Rishidev,1935,1.20%,Bahujan Samaj Party,Raniganj,47,1.20
2015,6,Dr. Amit Kumar,1669,1.00%,All India Majlis-E-Ittehadul Muslimoon,Raniganj,47,1.00
2015,7,Ramanand Rishidev At- Kajara,1067,0.70%,Shiv Sena,Raniganj,47,0.70
